sample_id,image_path,voc_path,client_id,split
site-a_train_pexels-photo-18670265,images/pexels-photo-18670265.jpeg,voc_labels/pexels-photo-18670265.xml,site-a,train
site-a_train_pexels-photo-8961621,images/pexels-photo-8961621.jpeg,voc_labels/pexels-photo-8961621.xml,site-a,train
site-a_train_pexels-photo-10871621,images/pexels-photo-10871621.jpeg,voc_labels/pexels-photo-10871621.xml,site-a,train
site-a_train_pexels-photo-13795569,images/pexels-photo-13795569.jpeg,voc_labels/pexels-photo-13795569.xml,site-a,train
site-a_train_pexels-photo-5493660,images/pexels-photo-5493660.jpeg,voc_labels/pexels-photo-5493660.xml,site-a,train
site-a_train_pexels-photo-12687699,images/pexels-photo-12687699.jpeg,voc_labels/pexels-photo-12687699.xml,site-a,train
site-a_train_pexels-photo-4254169,images/pexels-photo-4254169.jpeg,voc_labels/pexels-photo-4254169.xml,site-a,train
site-a_train_pexels-photo-15834397,images/pexels-photo-15834397.jpeg,voc_labels/pexels-photo-15834397.xml,site-a,train
site-a_train_pexels-photo-16750116,images/pexels-photo-16750116.jpeg,voc_labels/pexels-photo-16750116.xml,site-a,train
site-a_train_pexels-photo-1108101,images/pexels-photo-1108101.jpeg,voc_labels/pexels-photo-1108101.xml,site-a,train
site-a_train_pexels-photo-4956916,images/pexels-photo-4956916.jpeg,voc_labels/pexels-photo-4956916.xml,site-a,train
site-a_train_pexels-photo-4754261,images/pexels-photo-4754261.jpeg,voc_labels/pexels-photo-4754261.xml,site-a,train
site-a_train_pexels-photo-7054851,images/pexels-photo-7054851.jpeg,voc_labels/pexels-photo-7054851.xml,site-a,train
site-a_train_pexels-photo-8960942,images/pexels-photo-8960942.jpeg,voc_labels/pexels-photo-8960942.xml,site-a,train
site-a_train_pexels-photo-14053428,images/pexels-photo-14053428.jpeg,voc_labels/pexels-photo-14053428.xml,site-a,train
site-a_train_pexels-photo-7739889,images/pexels-photo-7739889.jpeg,voc_labels/pexels-photo-7739889.xml,site-a,train
site-a_train_pexels-photo-6961122,images/pexels-photo-6961122.jpeg,voc_labels/pexels-photo-6961122.xml,site-a,train
site-a_train_pexels-photo-8488036,images/pexels-photo-8488036.jpeg,voc_labels/pexels-photo-8488036.xml,site-a,train
site-a_train_pexels-photo-10871712,images/pexels-photo-10871712.jpeg,voc_labels/pexels-photo-10871712.xml,site-a,train
site-a_train_pexels-photo-8853470,images/pexels-photo-8853470.jpeg,voc_labels/pexels-photo-8853470.xml,site-a,train
site-a_train_pexels-photo-13058796,images/pexels-photo-13058796.jpeg,voc_labels/pexels-photo-13058796.xml,site-a,train
site-a_train_pexels-photo-12040693,images/pexels-photo-12040693.jpeg,voc_labels/pexels-photo-12040693.xml,site-a,train
site-a_train_pexels-photo-8821544,images/pexels-photo-8821544.jpeg,voc_labels/pexels-photo-8821544.xml,site-a,train
site-a_train_pexels-photo-17410518,images/pexels-photo-17410518.jpeg,voc_labels/pexels-photo-17410518.xml,site-a,train
site-a_train_pexels-photo-6595779,images/pexels-photo-6595779.jpeg,voc_labels/pexels-photo-6595779.xml,site-a,train
site-a_train_pexels-photo-18355812,images/pexels-photo-18355812.jpeg,voc_labels/pexels-photo-18355812.xml,site-a,train
site-a_train_pexels-photo-16339549,images/pexels-photo-16339549.jpeg,voc_labels/pexels-photo-16339549.xml,site-a,train
site-a_train_pexels-photo-8992676,images/pexels-photo-8992676.jpeg,voc_labels/pexels-photo-8992676.xml,site-a,train
site-a_train_pexels-photo-10101932,images/pexels-photo-10101932.jpeg,voc_labels/pexels-photo-10101932.xml,site-a,train
site-a_train_pexels-photo-10045513,images/pexels-photo-10045513.jpeg,voc_labels/pexels-photo-10045513.xml,site-a,train
site-a_train_pexels-photo-11213214,images/pexels-photo-11213214.jpeg,voc_labels/pexels-photo-11213214.xml,site-a,train
site-a_train_pexels-photo-17745340,images/pexels-photo-17745340.jpeg,voc_labels/pexels-photo-17745340.xml,site-a,train
site-a_train_pexels-photo-2885326,images/pexels-photo-2885326.jpeg,voc_labels/pexels-photo-2885326.xml,site-a,train
site-a_train_pexels-photo-8961523,images/pexels-photo-8961523.jpeg,voc_labels/pexels-photo-8961523.xml,site-a,train
site-a_train_pexels-photo-6509862,images/pexels-photo-6509862.jpeg,voc_labels/pexels-photo-6509862.xml,site-a,train
site-a_train_pexels-photo-10609091,images/pexels-photo-10609091.jpeg,voc_labels/pexels-photo-10609091.xml,site-a,train
site-a_train_pexels-photo-8961394,images/pexels-photo-8961394.jpeg,voc_labels/pexels-photo-8961394.xml,site-a,train
site-a_train_pexels-photo-8488024,images/pexels-photo-8488024.jpeg,voc_labels/pexels-photo-8488024.xml,site-a,train
site-a_train_pexels-photo-4956920,images/pexels-photo-4956920.jpeg,voc_labels/pexels-photo-4956920.xml,site-a,train
site-a_train_pexels-photo-16547816,images/pexels-photo-16547816.jpeg,voc_labels/pexels-photo-16547816.xml,site-a,train
site-a_train_pexels-photo-13673728,images/pexels-photo-13673728.jpeg,voc_labels/pexels-photo-13673728.xml,site-a,train
site-a_train_pexels-photo-8961525,images/pexels-photo-8961525.jpeg,voc_labels/pexels-photo-8961525.xml,site-a,train
site-a_train_pexels-photo-12956302,images/pexels-photo-12956302.jpeg,voc_labels/pexels-photo-12956302.xml,site-a,train
site-a_train_pexels-photo-4966809,images/pexels-photo-4966809.jpeg,voc_labels/pexels-photo-4966809.xml,site-a,train
site-a_train_pexels-photo-3361235,images/pexels-photo-3361235.jpeg,voc_labels/pexels-photo-3361235.xml,site-a,train
site-a_train_pexels-photo-7517928,images/pexels-photo-7517928.jpeg,voc_labels/pexels-photo-7517928.xml,site-a,train
site-a_train_pexels-photo-13532460,images/pexels-photo-13532460.jpeg,voc_labels/pexels-photo-13532460.xml,site-a,train
site-a_train_pexels-photo-18548763,images/pexels-photo-18548763.jpeg,voc_labels/pexels-photo-18548763.xml,site-a,train
site-a_train_pexels-photo-901941,images/pexels-photo-901941.jpeg,voc_labels/pexels-photo-901941.xml,site-a,train
site-a_train_pexels-photo-4981800,images/pexels-photo-4981800.jpeg,voc_labels/pexels-photo-4981800.xml,site-a,train
site-a_train_pexels-photo-8961622,images/pexels-photo-8961622.jpeg,voc_labels/pexels-photo-8961622.xml,site-a,train
site-a_train_pexels-photo-11682134,images/pexels-photo-11682134.png,voc_labels/pexels-photo-11682134.xml,site-a,train
site-a_train_pexels-photo-10130754,images/pexels-photo-10130754.jpeg,voc_labels/pexels-photo-10130754.xml,site-a,train
site-a_train_pexels-photo-7155793,images/pexels-photo-7155793.jpeg,voc_labels/pexels-photo-7155793.xml,site-a,train
site-a_train_pexels-photo-11739070,images/pexels-photo-11739070.jpeg,voc_labels/pexels-photo-11739070.xml,site-a,train
site-a_train_pexels-photo-5335019,images/pexels-photo-5335019.jpeg,voc_labels/pexels-photo-5335019.xml,site-a,train
site-a_train_pexels-photo-4981783,images/pexels-photo-4981783.jpeg,voc_labels/pexels-photo-4981783.xml,site-a,train
site-a_train_pexels-photo-8853536,images/pexels-photo-8853536.jpeg,voc_labels/pexels-photo-8853536.xml,site-a,train
site-a_train_pexels-photo-18548771,images/pexels-photo-18548771.jpeg,voc_labels/pexels-photo-18548771.xml,site-a,train
site-a_train_pexels-photo-7961889,images/pexels-photo-7961889.jpeg,voc_labels/pexels-photo-7961889.xml,site-a,train
site-a_train_pexels-photo-8961522,images/pexels-photo-8961522.jpeg,voc_labels/pexels-photo-8961522.xml,site-a,train
site-a_train_pexels-photo-12314551,images/pexels-photo-12314551.jpeg,voc_labels/pexels-photo-12314551.xml,site-a,train
site-a_train_pexels-photo-5493670,images/pexels-photo-5493670.jpeg,voc_labels/pexels-photo-5493670.xml,site-a,train
site-a_train_pexels-photo-17410515,images/pexels-photo-17410515.jpeg,voc_labels/pexels-photo-17410515.xml,site-a,train
site-a_train_pexels-photo-8961154,images/pexels-photo-8961154.jpeg,voc_labels/pexels-photo-8961154.xml,site-a,train
site-a_train_pexels-photo-16552846,images/pexels-photo-16552846.jpeg,voc_labels/pexels-photo-16552846.xml,site-a,train
site-a_train_pexels-photo-18194443,images/pexels-photo-18194443.jpeg,voc_labels/pexels-photo-18194443.xml,site-a,train
site-a_train_pexels-photo-4981771,images/pexels-photo-4981771.jpeg,voc_labels/pexels-photo-4981771.xml,site-a,train
site-a_train_pexels-photo-8961336,images/pexels-photo-8961336.jpeg,voc_labels/pexels-photo-8961336.xml,site-a,train
site-a_train_pexels-photo-12927668,images/pexels-photo-12927668.jpeg,voc_labels/pexels-photo-12927668.xml,site-a,train
site-a_train_pexels-photo-4311990,images/pexels-photo-4311990.jpeg,voc_labels/pexels-photo-4311990.xml,site-a,train
site-a_train_pexels-photo-15947587,images/pexels-photo-15947587.jpeg,voc_labels/pexels-photo-15947587.xml,site-a,train
site-a_train_pexels-photo-18079568,images/pexels-photo-18079568.jpeg,voc_labels/pexels-photo-18079568.xml,site-a,train
site-a_train_pexels-photo,images/pexels-photo.jpg,voc_labels/pexels-photo.xml,site-a,train
site-a_train_career-firefighter-relaxing-job-162540,images/career-firefighter-relaxing-job-162540.jpeg,voc_labels/career-firefighter-relaxing-job-162540.xml,site-a,train
site-a_train_pexels-photo-8961624,images/pexels-photo-8961624.jpeg,voc_labels/pexels-photo-8961624.xml,site-a,train
site-a_train_pexels-photo-4423420,images/pexels-photo-4423420.jpeg,voc_labels/pexels-photo-4423420.xml,site-a,train
site-a_train_pexels-photo-15545127,images/pexels-photo-15545127.jpeg,voc_labels/pexels-photo-15545127.xml,site-a,train
site-a_train_pexels-photo-8961557,images/pexels-photo-8961557.jpeg,voc_labels/pexels-photo-8961557.xml,site-a,train
site-a_train_pexels-photo-8853474,images/pexels-photo-8853474.jpeg,voc_labels/pexels-photo-8853474.xml,site-a,train
site-a_train_pexels-photo-812887,images/pexels-photo-812887.jpeg,voc_labels/pexels-photo-812887.xml,site-a,train
site-a_train_pexels-photo-2566850,images/pexels-photo-2566850.jpeg,voc_labels/pexels-photo-2566850.xml,site-a,train
site-a_train_pexels-photo-4693431,images/pexels-photo-4693431.jpeg,voc_labels/pexels-photo-4693431.xml,site-a,train
site-a_train_pexels-photo-7976911,images/pexels-photo-7976911.jpeg,voc_labels/pexels-photo-7976911.xml,site-a,train
site-a_train_pexels-photo-9328720,images/pexels-photo-9328720.jpeg,voc_labels/pexels-photo-9328720.xml,site-a,train
site-a_train_pexels-photo-17064905,images/pexels-photo-17064905.jpeg,voc_labels/pexels-photo-17064905.xml,site-a,train
site-a_train_pexels-photo-8853534,images/pexels-photo-8853534.jpeg,voc_labels/pexels-photo-8853534.xml,site-a,train
site-a_train_construction-site-build-construction-work-159375,images/construction-site-build-construction-work-159375.jpeg,voc_labels/construction-site-build-construction-work-159375.xml,site-a,train
site-a_train_pexels-photo-3361230,images/pexels-photo-3361230.jpeg,voc_labels/pexels-photo-3361230.xml,site-a,train
site-a_train_pexels-photo-14420889,images/pexels-photo-14420889.jpeg,voc_labels/pexels-photo-14420889.xml,site-a,train
site-a_train_pexels-photo-4112938,images/pexels-photo-4112938.jpeg,voc_labels/pexels-photo-4112938.xml,site-a,train
site-a_train_pexels-photo-5986093,images/pexels-photo-5986093.jpeg,voc_labels/pexels-photo-5986093.xml,site-a,train
site-a_train_pexels-photo-8960933,images/pexels-photo-8960933.jpeg,voc_labels/pexels-photo-8960933.xml,site-a,train
site-a_train_pexels-photo-8961703,images/pexels-photo-8961703.jpeg,voc_labels/pexels-photo-8961703.xml,site-a,train
site-a_train_pexels-photo-6961112,images/pexels-photo-6961112.jpeg,voc_labels/pexels-photo-6961112.xml,site-a,train
site-a_train_pexels-photo-4254157,images/pexels-photo-4254157.jpeg,voc_labels/pexels-photo-4254157.xml,site-a,train
site-a_train_pexels-photo-8278910,images/pexels-photo-8278910.jpeg,voc_labels/pexels-photo-8278910.xml,site-a,train
site-a_train_pexels-photo-8853513,images/pexels-photo-8853513.jpeg,voc_labels/pexels-photo-8853513.xml,site-a,train
site-a_train_construction-site-build-construction-work-159358,images/construction-site-build-construction-work-159358.jpeg,voc_labels/construction-site-build-construction-work-159358.xml,site-a,train
site-a_train_pexels-photo-14189343,images/pexels-photo-14189343.jpeg,voc_labels/pexels-photo-14189343.xml,site-a,train
site-a_train_pexels-photo-8853510,images/pexels-photo-8853510.jpeg,voc_labels/pexels-photo-8853510.xml,site-a,train
site-a_train_pexels-photo-8961002,images/pexels-photo-8961002.jpeg,voc_labels/pexels-photo-8961002.xml,site-a,train
site-a_train_pexels-photo-4981795,images/pexels-photo-4981795.jpeg,voc_labels/pexels-photo-4981795.xml,site-a,train
site-a_train_pexels-photo-11429201,images/pexels-photo-11429201.jpeg,voc_labels/pexels-photo-11429201.xml,site-a,train
site-a_train_pexels-photo-2760243,images/pexels-photo-2760243.jpeg,voc_labels/pexels-photo-2760243.xml,site-a,train
site-a_train_pexels-photo-5493651,images/pexels-photo-5493651.jpeg,voc_labels/pexels-photo-5493651.xml,site-a,train
site-a_train_pexels-photo-8961126,images/pexels-photo-8961126.jpeg,voc_labels/pexels-photo-8961126.xml,site-a,train
site-a_train_pexels-photo-5432294,images/pexels-photo-5432294.jpeg,voc_labels/pexels-photo-5432294.xml,site-a,train
site-a_train_pexels-photo-15200454,images/pexels-photo-15200454.jpeg,voc_labels/pexels-photo-15200454.xml,site-a,train
site-a_train_pexels-photo-10202856,images/pexels-photo-10202856.jpeg,voc_labels/pexels-photo-10202856.xml,site-a,train
site-a_train_pexels-photo-14189340,images/pexels-photo-14189340.jpeg,voc_labels/pexels-photo-14189340.xml,site-a,train
site-a_train_pexels-photo-8961397,images/pexels-photo-8961397.jpeg,voc_labels/pexels-photo-8961397.xml,site-a,train
site-a_train_pexels-photo-8961551,images/pexels-photo-8961551.jpeg,voc_labels/pexels-photo-8961551.xml,site-a,train
site-a_train_pexels-photo-15534817,images/pexels-photo-15534817.jpeg,voc_labels/pexels-photo-15534817.xml,site-a,train
site-a_train_pexels-photo-4981781,images/pexels-photo-4981781.jpeg,voc_labels/pexels-photo-4981781.xml,site-a,train
site-a_train_pexels-photo-13890649,images/pexels-photo-13890649.jpeg,voc_labels/pexels-photo-13890649.xml,site-a,train
